prefix,prefix_bits,manufacturer,registry_type,is_ieee_reserved
D0AA5F7,28,"GD Midea Heating & Ventilating Equipment Co., Ltd",MA-M,false
D0AA5F8,28,"Webank Co., Ltd",MA-M,false
D0AA5F9,28,"HONGCI MONITOR INTERNATIONAL CO., LTD.",MA-M,false
D0AA5FA,28,Indra Air Traffic Inc,MA-M,false
D0AA5FB,28,WARNER ELECTRONICS (I) PVT. LTD.,MA-M,false
D0AA5FC,28,Pacific Electronics,MA-M,false
D0AA5FD,28,"Level Up Holding Co., Inc",MA-M,false
D0AA5FE,28,MBX International Ltd,MA-M,false
D0AB4A,24,Telink Micro LLC,MA-L,false
D0ABD5,24,Intel Corporate,MA-L,false
D0AD08,24,HP Inc,MA-L,false
D0AE05,24,Xiaomi Communications Co Ltd,MA-L,false
D0AEEC,24,Alpha Networks Inc,MA-L,false
D0AFB6,24,"Linktop Technology Co., LTD",MA-L,false
D0B0CD,24,Moen,MA-L,false
D0B128,24,"Samsung Electronics Co.,ltd",MA-L,false
D0B1CA,24,"Shenzhen Skyworth Digital Technology CO., Ltd",MA-L,false
D0B214,24,Poewit Inc,MA-L,false
D0B270,24,"Visteon Portuguesa, Ltd",MA-L,false
D0B2C4,24,Vantiva USA LLC,MA-L,false
D0B33F,24,Shenzhen TINNO Mobile Technology Corp,MA-L,false
D0B3C2,24,"Meta Platforms, Inc",MA-L,false
D0B45D,24,"Huawei Device Co., Ltd",MA-L,false
D0B498,24,Robert Bosch LLC Automotive Electronics,MA-L,false
D0B523,24,Bestcare Cloucal Corp,MA-L,false
D0B53D,24,SEPRO ROBOTIQUE,MA-L,false
D0B5C2,24,Texas Instruments,MA-L,false
D0B60A,24,Xingluo Technology Company Limited,MA-L,false
D0B66F,24,SERNET (SUZHOU) TECHNOLOGIES CORPORATION,MA-L,false
D0BAE4,24,"Shanghai MXCHIP Information Technology Co., Ltd",MA-L,false
D0BB61,24,Zte Corporation,MA-L,false
D0BB80,24,SHL Telemedicine International Ltd,MA-L,false
D0BCC1,24,"WEIFANG GOERTEK ELECTRONICS CO.,LTD",MA-L,false
D0BD01,24,DS International,MA-L,false
D0BE2C,24,"Cnslink Co., Ltd",MA-L,false
D0BF9C,24,Hewlett Packard,MA-L,false
D0C050,24,"Apple, Inc",MA-L,false
D0C0BF,24,Actions Microelectronics,MA-L,false
D0C193,24,"SKYBELL, INC",MA-L,false
D0C1B1,24,"Samsung Electronics Co.,ltd",MA-L,false
D0C1B5,24,Dell Inc,MA-L,false
D0C1BF,24,Xiaomi Communications Co Ltd,MA-L,false
D0C24E,24,"Samsung Electronics Co.,ltd",MA-L,false
D0C282,24,"Cisco Systems, Inc",MA-L,false
D0C31E,24,"JUNGJIN Electronics Co.,ltd",MA-L,false
D0C35A,24,Jabil Circuit De Chihuahua,MA-L,false
D0C42F,24,"Tamagawa Seiki Co.,ltd.",MA-L,false
D0C5D3,24,Azurewave Technology Inc,MA-L,false
D0C5D8,24,LATECOERE,MA-L,false
D0C5F3,24,"Apple, Inc",MA-L,false
D0C637,24,Intel Corporate,MA-L,false
D0C65B,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
D0C67F,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
D0C730,24,Zte Corporation,MA-L,false
D0C789,24,"Cisco Systems, Inc",MA-L,false
D0C7C0,24,"TP-LINK TECHNOLOGIES CO.,LTD.",MA-L,false
D0C857,24,IEEE Registration Authority,MA-L,true
D0C8570,28,"YUAN High-tech Development Co., Ltd",MA-M,false
D0C8571,28,DALI A/S,MA-M,false
D0C8572,28,FORGAMERS INC.,MA-M,false
D0C8573,28,Mobicon,MA-M,false
D0C8574,28,Imin Technology Pte Ltd,MA-M,false
D0C8575,28,"Beijing Inspiry Technology Co., Ltd",MA-M,false
D0C8576,28,"Innovative Industrial(hk)co., Limited",MA-M,false
D0C8577,28,Eco Mobile,MA-M,false
D0C8578,28,"Nanjing Magewell Electronics Co.,ltd",MA-M,false
D0C8579,28,Shenzhen Xiaosha Intelligence Technology Co. Ltd,MA-M,false
D0C857A,28,Shenzhen Cnsun,MA-M,false
D0C857B,28,"CHUNGHSIN INTERNATIONAL ELECTRONICS CO.,LTD.",MA-M,false
D0C857C,28,Dante Security Inc,MA-M,false
D0C857D,28,"IFLYTEK CO.,LTD.",MA-M,false
D0C857E,28,E-T-A Elektrotechnische Apparate Gmbh,MA-M,false
D0C901,24,GLA ELECTRONICS PVT LTD,MA-L,false
D0C907,24,Private,MA-L,false
D0CBDD,24,Eero Inc,MA-L,false
D0CDE1,24,Scientech Electronics,MA-L,false
D0CEC0,24,Xiaomi Communications Co Ltd,MA-L,false
D0CEC9,24,HAN CHANG,MA-L,false
D0CF0E,24,Sagemcom Broadband SAS,MA-L,false
D0CF13,24,Espressif Inc,MA-L,false
D0CF5E,24,Energy Micro AS,MA-L,false
D0CFD8,24,"Huizhou Boshijie Technology Co.,ltd",MA-L,false
D0D003,24,"Samsung Electronics Co.,ltd",MA-L,false
D0D04B,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
D0D0FD,24,"Cisco Systems, Inc",MA-L,false
D0D212,24,"K2NET Co.,ltd.",MA-L,false
D0D23C,24,"Apple, Inc",MA-L,false
D0D286,24,Beckman Coulter K.K.,MA-L,false
D0D2B0,24,"Apple, Inc",MA-L,false
D0D3E0,24,Hewlett Packard Enterprise,MA-L,false
D0D3FC,24,"Mios, Ltd",MA-L,false
D0D412,24,ADB Broadband Italia,MA-L,false
D0D471,24,"MVTECH Co., Ltd",MA-L,false
D0D49F,24,"Apple, Inc",MA-L,false
D0D6CC,24,Wintop,MA-L,false
D0D783,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
D0D7BE,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
D0D94F,24,IEEE Registration Authority,MA-L,true
D0D94F0,28,"Perfant Technology Co., Ltd",MA-M,false
D0D94F1,28,Mycable Gmbh,MA-M,false
D0D94F2,28,"Teco Image Systems Co., Ltd",MA-M,false
D0D94F3,28,Beijing Yiwangxuntong Technology,MA-M,false
D0D94F4,28,Peiker CEE,MA-M,false
D0D94F5,28,Optigo Networks,MA-M,false
D0D94F6,28,Hyundai Autohow,MA-M,false
D0D94F7,28,"Mitsubishi Electric US, Inc",MA-M,false
D0D94F8,28,Apption Labs Limited,MA-M,false
D0D94F9,28,"Hangzhou Xiaoben Technology Co.,ltd",MA-M,false
D0D94FA,28,"Shenzhen FDC Electuonic Co.,ltd.",MA-M,false
D0D94FB,28,"MAX Smart Home, LLC",MA-M,false
D0D94FC,28,ARROWAVE TECHNOLOGIES LIMITED,MA-M,false
D0D94FD,28,"DUKSANMECASYS CO., LTD.",MA-M,false
D0D94FE,28,"APPOTRONICS CO., LTD",MA-M,false
D0DAD7,24,"Apple, Inc",MA-L,false
D0DB32,24,Nokia Corporation,MA-L,false
D0DBB7,24,Casa Systems,MA-L,false
D0DC2C,24,"Cisco Systems, Inc",MA-L,false
D0DD49,24,Juniper Networks,MA-L,false
D0DD7C,24,Zte Corporation,MA-L,false
D0DF9A,24,Liteon Technology Corporation,MA-L,false
D0DFB2,24,Genie Networks Limited,MA-L,false
D0DFC7,24,"Samsung Electronics Co.,ltd",MA-L,false
D0E042,24,"Cisco Systems, Inc",MA-L,false
D0E140,24,"Apple, Inc",MA-L,false
D0E347,24,Yoga,MA-L,false
D0E40B,24,Wearable Inc,MA-L,false
D0E44A,24,"Murata Manufacturing Co., Ltd",MA-L,false
D0E54D,24,Commscope,MA-L,false
D0E581,24,"Apple, Inc",MA-L,false
D0E782,24,Azurewave Technology Inc,MA-L,false
D0E828,24,Radiant Industries Incorporated,MA-L,false
D0EB03,24,Zhehua Technology Limited,MA-L,false
D0EB9E,24,Seowoo Inc,MA-L,false
D0EC35,24,"Cisco Systems, Inc",MA-L,false
D0EDFF,24,ZF CVCS,MA-L,false
D0EE47,24,Hitron Technologies. Inc,MA-L,false
D0EF76,24,Espressif Inc,MA-L,false
D0EFC1,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
D0F0DB,24,Ericsson,MA-L,false
D0F121,24,"Xi'an LINKSCI Technology Co., Ltd",MA-L,false
D0F27F,24,"Brewlogix, LLC",MA-L,false
D0F3F5,24,"Huawei Device Co., Ltd",MA-L,false
D0F405,24,"Hon Hai Precision Industry Co., Ltd",MA-L,false
D0F4F7,24,"Huawei Device Co., Ltd",MA-L,false
D0F520,24,KYOCERA Corporation,MA-L,false
D0F73B,24,Helmut Mauell Gmbh Werk Weida,MA-L,false
D0F76E,24,"Shenzhen YOUHUA Technology Co., Ltd",MA-L,false
D0F865,24,ITEL MOBILE LIMITED,MA-L,false
D0F88C,24,"Motorola (wuhan) Mobility Technologies Communication Co., Ltd",MA-L,false
D0F8E7,24,"Shenzhen Shutong Space Technology Co., Ltd",MA-L,false
D0F928,24,Zte Corporation,MA-L,false
D0F99B,24,Zte Corporation,MA-L,false
D0FA1D,24,"Qihoo 360 Technology Co.,ltd",MA-L,false
D0FCCC,24,"Samsung Electronics Co.,ltd",MA-L,false
D0FCD0,24,"HUMAX Co., Ltd",MA-L,false
D0FF50,24,Texas Instruments,MA-L,false
D0FF98,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
D4000D,24,"Phoenix Broadband Technologies, LLC",MA-L,false
D40057,24,MC Technologies Gmbh,MA-L,false
D40068,24,"Fiberhome Telecommunication Technologies Co.,ltd",MA-L,false
D400CA,24,Continental Automotive Systems S.R.L,MA-L,false
D40129,24,Broadcom,MA-L,false
D40145,24,"ATW TECHNOLOGY, INC.",MA-L,false
D4016D,24,"TP-LINK TECHNOLOGIES CO.,LTD.",MA-L,false
D401C3,24,Routerboard.com,MA-L,false
D4024A,24,Delphian Systems LLC,MA-L,false
D404CD,24,Commscope,MA-L,false
D404E6,24,Broadcom Limited,MA-L,false
D404FF,24,Juniper Networks,MA-L,false
D40598,24,Commscope,MA-L,false
D405DE,24,Eero Inc,MA-L,false
D4060F,24,Texas Instruments,MA-L,false
D40868,24,"Beijing Lanxum Computer Technology CO.,LTD.",MA-L,false
D40A9E,24,GO Development Gmbh,MA-L,false
D40AA9,24,Commscope,MA-L,false
D40ADC,24,"Qingdao Intelligent&precise Electronics Co.,ltd.",MA-L,false
D40B1A,24,HTC Corporation,MA-L,false
D40BB9,24,Solid Semecs Bv.,MA-L,false
D40DAB,24,"Shenzhen Cudy Technology Co., Ltd",MA-L,false
D40E60,24,"Nanjing Phx-gctech Information Technology Co., Ltd",MA-L,false
D40F9E,24,"Apple, Inc",MA-L,false
D40FB2,24,Applied Micro Electronics AME Bv,MA-L,false
D41090,24,Inform Systems AG,MA-L,false
D410CF,24,"Huanshun Network Science And Technology Co., Ltd",MA-L,false
D411A3,24,"Samsung Electronics Co.,ltd",MA-L,false
D411D6,24,"Shotspotter, Inc",MA-L,false
D41243,24,"AMPAK Technology, Inc",MA-L,false
D41296,24,Anobit Technologies Ltd,MA-L,false
D412BB,24,Quadrant Components Inc. Ltd,MA-L,false
D4136F,24,Asia Pacific Brands,MA-L,false
D413B3,24,"Wu Qi Technologies,inc.",MA-L,false
D413F8,24,Peplink International Ltd,MA-L,false
D41761,24,Xiaomi Communications Co Ltd,MA-L,false
D41972,24,Hewlett Packard Enterprise,MA-L,false
D419F6,24,NXP Semiconductor (tianjin) LTD.,MA-L,false
D41A3F,24,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L,false
D41AC8,24,Nippon Printer Engineering,MA-L,false
D41AD1,24,Zyxel Communications Corporation,MA-L,false
D41B81,24,"CHONGQING FUGUI ELECTRONICS CO.,LTD.",MA-L,false
D41C1C,24,RCF S.P.A.,MA-L,false
D41D71,24,Palo Alto Networks,MA-L,false
D41E35,24,TOHO Electronics INC.,MA-L,false
D41F0C,24,JAI Manufacturing,MA-L,false
D42000,24,IEEE Registration Authority,MA-L,true
D420000,28,Wattsense,MA-M,false
D420001,28,Zelus(huangzhou) Technology Ltd,MA-M,false
D420002,28,"Shenzhen AI Develop & Manufacture Co.,ltd.",MA-M,false
D420003,28,Arbe Robotics Ltd,MA-M,false
D420004,28,"EVOC VIN Technology Co.,ltd",MA-M,false
D420005,28,"Monolith Electric?changzhou?co.,ltd.",MA-M,false
D420006,28,"Hiar Information Technology Co.,ltd",MA-M,false
D420007,28,Annapurna Labs,MA-M,false
D420008,28,"Dalian Baishengyuan Technology Co.,ltd",MA-M,false
D420009,28,"WEATHEX CO., LTD.",MA-M,false
D42000A,28,Birddog Australia,MA-M,false
D42000B,28,"Shenzhen Volt Iot Technology Co.,ltd.",MA-M,false
D42000C,28,Gentec Systems Co.,MA-M,false
D42000D,28,ZUUM,MA-M,false
D42000E,28,"RPUSI Communication Technology Co.,ltd.",MA-M,false
D4206D,24,HTC Corporation,MA-L,false
D420B0,24,"Mist Systems, Inc",MA-L,false
D42122,24,Sercomm Corporation.,MA-L,false
D4223F,24,Lenovo Mobile Communication Technology Ltd,MA-L,false
D4224E,24,Alcatel Lucent,MA-L,false
D422CD,24,Movella Technologies B.V.,MA-L,false
D42493,24,"GW Technologies Co.,ltd",MA-L,false
D424DD,24,AVM Audiovisuelles Marketing Und Computersysteme Gmbh,MA-L,false
D4258B,24,Intel Corporate,MA-L,false
D425CC,24,IEEE Registration Authority,MA-L,true
D425CC0,28,NORDI TELEKOMMUNIKATSIOONI OÜ,MA-M,false
D425CC1,28,"Eware Information Technology Com.,ltd",MA-M,false
D425CC2,28,Musiclens Inc,MA-M,false
D425CC3,28,EISST Ltd,MA-M,false
D425CC4,28,"Barobo, Inc",MA-M,false
D425CC5,28,Bvk Technology,MA-M,false
D425CC6,28,"Nanjing LES Information Technology Co., Ltd",MA-M,false
D425CC7,28,"Bluecats US, LLC",MA-M,false
D425CC8,28,"DOLBY LABORATORIES, INC.",MA-M,false
D425CC9,28,TAKUMI JAPAN LTD,MA-M,false
D425CCA,28,E-metrotel,MA-M,false
D425CCB,28,Veea,MA-M,false
D425CCC,28,POSNET Polska S.A.,MA-M,false
D425CCD,28,Combined Energy Technologies Pty Ltd,MA-M,false
D425CCE,28,Coperion,MA-M,false
D42751,24,"Infopia Co., Ltd",MA-L,false
D42787,24,"Shanghai High-flying Electronics Technology Co., Ltd",MA-L,false
D427FF,24,Sagemcom Broadband SAS,MA-L,false
D428B2,24,"Iobridge, Inc",MA-L,false
D428D5,24,TCT Mobile Ltd,MA-L,false
D429A7,24,Infinix Mobility Limited,MA-L,false
D429EA,24,Zimory Gmbh,MA-L,false
D42C0F,24,Commscope,MA-L,false
D42C3D,24,Sky Light Digital Limited,MA-L,false
D42C44,24,"Cisco Systems, Inc",MA-L,false
D42C46,24,BUFFALO.INC,MA-L,false
D42DC5,24,"I-pro Co., Ltd",MA-L,false
D42F23,24,Akenori PTE Ltd,MA-L,false
D42F4B,24,"Hon Hai Precision Industry Co.,ltd",MA-L,false
D42FCA,24,"Apple, Inc",MA-L,false
D43127,24,"Ruijie Networks Co.,ltd",MA-L,false
D4319D,24,Sinwatec,MA-L,false
D43260,24,Gopro,MA-L,false
D43266,24,Fike Corporation,MA-L,false
D4351D,24,Technicolor Delivery Technologies Belgium NV,MA-L,false
D43538,24,"Beijing Xiaomi Mobile Software Co., Ltd",MA-L,false
D4354A,24,ALAXALA Networks Corporation,MA-L,false
D43639,24,Texas Instruments,MA-L,false
D436DB,24,"Jiangsu Toppower Automotive Electronics Co., Ltd",MA-L,false
D437D7,24,Zte Corporation,MA-L,false
D43844,24,"UNION MAN TECHNOLOGY CO.,LTD",MA-L,false
D4389C,24,Sony Corporation,MA-L,false
D439B8,24,Ciena Corporation,MA-L,false
D43A2C,24,"Google, Inc",MA-L,false
D43A2E,24,SHENZHEN MTC CO LTD,MA-L,false
D43A2F,24,SHENZHEN MTC CO LTD,MA-L,false
D43A65,24,IGRS Engineering Lab Ltd,MA-L,false
D43AE9,24,"DONGGUAN Ipt INDUSTRIAL CO., LTD",MA-L,false
D43B04,24,Intel Corporate,MA-L,false
D43B8A,24,"Shenzhen Zhide Technology Co., LTD",MA-L,false
D43D39,24,Dialog Semiconductor,MA-L,false
D43D67,24,Carma Industries Inc,MA-L,false
D43D7E,24,"Micro-star Int'l Co, Ltd",MA-L,false
D43DF3,24,Zyxel Communications Corporation,MA-L,false
D43F32,24,Eero Inc,MA-L,false
D43FCB,24,Commscope,MA-L,false
D440D0,24,"OCOSMOS Co., LTD",MA-L,false
D440F0,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
D4413F,24,Gen IV Technology LLC,MA-L,false
D44165,24,"Sichuan Tianyi Comheart Telecom Co.,ltd",MA-L,false
D4430E,24,"Zhejiang Dahua Technology Co., Ltd",MA-L,false
D4438A,24,"Beijing Xiaomi Mobile Software Co., Ltd",MA-L,false
D443A8,24,"Changzhou Haojie Electric Co., Ltd",MA-L,false
D445E8,24,"Jiangxi Hongpai Technology Co., Ltd",MA-L,false
D44649,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
D446E1,24,"Apple, Inc",MA-L,false
D4475A,24,"Screenbeam, Inc",MA-L,false
D4482D,24,"Shenzhen Deejoy Lighting Technology Co.,ltd.",MA-L,false
D44867,24,Silicon Laboratories,MA-L,false
D44B5E,24,"TAIYO YUDEN CO., LTD.",MA-L,false
D44BB6,24,"Zhejiang Tmall Technology Co., Ltd",MA-L,false
D44C24,24,Vuppalamritha Magnetic Components LTD,MA-L,false
D44C9C,24,Shenzhen YOOBAO Technology Co.ltd,MA-L,false
D44CA7,24,"Informtekhnika & Communication, LLC",MA-L,false
D44D77,24,Nokia,MA-L,false
D44D9F,24,"Shenzhen Skyworth Digital Technology CO., Ltd",MA-L,false
D44DA4,24,"Murata Manufacturing Co., Ltd",MA-L,false
D44F67,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
D44F68,24,Eidetic Communications Inc,MA-L,false
D44F80,24,Kemper Digital Gmbh,MA-L,false
D4503F,24,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L,false
D4507A,24,"CEIVA Logic, Inc",MA-L,false
D450EE,24,"GD Midea Air-conditioning Equipment Co.,ltd.",MA-L,false
D4522A,24,Tangowifi.com,MA-L,false
D45251,24,IBT Ingenieurbureau Broennimann Thun,MA-L,false
D45297,24,"Nstreams Technologies, Inc",MA-L,false
D452C7,24,"Beijing L&S Lancom Platform Tech. Co., Ltd",MA-L,false
D452EE,24,SKY UK LIMITED,MA-L,false
D4532A,24,"Beijing Xiaomi Mobile Software Co., Ltd",MA-L,false
D45347,24,"Merytronic 2012, S.L.",MA-L,false
D45383,24,"Murata Manufacturing Co., Ltd",MA-L,false
D453AF,24,VIGO System S.A.,MA-L,false
D4548B,24,Intel Corporate,MA-L,false
D45556,24,Fiber Mountain Inc,MA-L,false
D455BE,24,"SHENZHEN FAST TECHNOLOGIES CO.,LTD",MA-L,false
D45763,24,"Apple, Inc",MA-L,false
D45800,24,"Fiberhome Telecommunication Technologies Co.,ltd",MA-L,false
D45944,24,Tonies Gmbh,MA-L,false
D45A3F,24,Juniper Networks,MA-L,false
D45AB2,24,Galleon Systems,MA-L,false
D45B51,24,"Motorola Mobility LLC, A Lenovo Company",MA-L,false
D45C70,24,Wi-fi Alliance,MA-L,false
D45D42,24,Nokia Corporation,MA-L,false
D45D64,24,Asustek COMPUTER INC.,MA-L,false
D45DDF,24,PEGATRON CORPORATION,MA-L,false
D45E89,24,"Motorola Mobility LLC, A Lenovo Company",MA-L,false
D45EEC,24,"Beijing Xiaomi Electronics Co., Ltd",MA-L,false
D45F25,24,"Shenzhen YOUHUA Technology Co., Ltd",MA-L,false
D45F2C,24,Zte Corporation,MA-L,false
D45F7A,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
D46075,24,"Baidu Online Network Technology (beijing) Co., Ltd",MA-L,false
D460E3,24,Sercomm Corporation.,MA-L,false
D4612E,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
D46132,24,"Pro Concept Manufacturer Co.,ltd.",MA-L,false
D46137,24,IEEE Registration Authority,MA-L,true
D461370,28,Wistron Corporation,MA-M,false
D461371,28,"Shenzhen Smart-core Technology Co.,ltd.",MA-M,false
D461372,28,Robert Bosch Elektronikai Kft.,MA-M,false
D461373,28,"APPOTRONICS CO., LTD",MA-M,false
D461374,28,"Beijing TAIXINYUN Technology Co.,ltd",MA-M,false
D461375,28,Estelle AB,MA-M,false
D461376,28,Securus CCTV India,MA-M,false
D461377,28,"Beijing Shudun Information Technology Co., Ltd",MA-M,false
D461378,28,Beijing Digital China Yunke Technology Limited,MA-M,false
D461379,28,"Mavenir Systems, Inc",MA-M,false
D46137A,28,"Shenzhen Xunjie International Trade Co., LTD",MA-M,false
D46137B,28,"Kunpeng Instrument (dalian)co.,ltd.",MA-M,false
D46137C,28,"MUSASHI ENGINEERING,INC.",MA-M,false
D46137D,28,IPTECHVIEW,MA-M,false
D46137E,28,UAB Brolis Sensor Technology,MA-M,false
D46195,24,Zte Corporation,MA-L,false
D4619D,24,"Apple, Inc",MA-L,false
D461DA,24,"Apple, Inc",MA-L,false
D461FE,24,"Hangzhou H3C Technologies Co., Limited",MA-L,false
D462EA,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
D46352,24,Vutility Inc,MA-L,false
D463C0,24,"Apple, Inc",MA-L,false
D463C6,24,"Motorola Mobility LLC, A Lenovo Company",MA-L,false
D463DE,24,"Vivo Mobile Communication Co., Ltd",MA-L,false
D463FE,24,Arcadyan Corporation,MA-L,false
D464F7,24,"CHENGDU USEE DIGITAL TECHNOLOGY CO., LTD",MA-L,false
D46624,24,"Cisco Systems, Inc",MA-L,false
D466A8,24,Riedo Networks Ltd,MA-L,false
D46761,24,Xontel Technology Co.,MA-L,false
D467D3,24,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L,false
D467E7,24,"Fiberhome Telecommunication Technologies Co.,ltd",MA-L,false
D4684D,24,Ruckus Wireless,MA-L,false
D46867,24,Neoventus Design Group,MA-L,false
D468AA,24,"Apple, Inc",MA-L,false
D468BA,24,Shenzhen Sundray Technologies Company Limited,MA-L,false
D469A5,24,Miura Systems Ltd,MA-L,false
D46A35,24,"Cisco Systems, Inc",MA-L,false
D46A6A,24,"Hon Hai Precision Ind. Co.,ltd.",MA-L,false
D46A91,24,Snapav,MA-L,false
D46AA8,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
D46BA6,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
D46C62,24,"Multitracks.com, LLC",MA-L,false
D46C6D,24,Commscope,MA-L,false
D46CBF,24,Goodrich ISR,MA-L,false
D46CDA,24,CSM Gmbh,MA-L,false
D46D50,24,"Cisco Systems, Inc",MA-L,false
D46D6D,24,Intel Corporate,MA-L,false
D46E0E,24,"TP-LINK TECHNOLOGIES CO.,LTD.",MA-L,false
D46E5C,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
D46F42,24,WAXESS USA Inc,MA-L,false
D47208,24,Bragi Gmbh,MA-L,false
D47226,24,Zte Corporation,MA-L,false
D47350,24,"DBG Commnunications Technology Co., Ltd",MA-L,false
D47415,24,"Huawei Device Co., Ltd",MA-L,false
D4741B,24,"Beijing Huada Zhibao Electronic System Co.,ltd.",MA-L,false
D476A0,24,"Fortinet, Inc",MA-L,false
D476EA,24,Zte Corporation,MA-L,false
D4772B,24,"Nanjing Ztlink Network Technology Co.,ltd",MA-L,false
D47798,24,"Cisco Systems, Inc",MA-L,false
D477B2,24,Netix Global B.V.,MA-L,false
D47856,24,Avaya Inc,MA-L,false
D4789B,24,"Cisco Systems, Inc",MA-L,false
D47954,24,"Huawei Device Co., Ltd",MA-L,false
D479C3,24,Cameronet Gmbh & Co. KG,MA-L,false
D47A97,24,"Realme Chongqing Mobile Telecommunications Corp.,ltd.",MA-L,false
D47AE2,24,"Samsung Electronics Co.,ltd",MA-L,false
D47AEC,24,"Funshion Online Technologies Co.,ltd",MA-L,false
D47B35,24,NEO Monitors AS,MA-L,false
D47B6B,24,"Shanghai Cygnus Semiconductor Co., Ltd",MA-L,false
D47B75,24,HARTING Electronics Gmbh,MA-L,false
D47BB0,24,ASKEY COMPUTER CORP,MA-L,false
D47C44,24,IEEE Registration Authority,MA-L,true
D47C440,28,Exafore Oy,MA-M,false
D47C441,28,Innoviz Technologies LTD,MA-M,false
D47C442,28,"Yunding Network Technology (beijing) Co., Ltd",MA-M,false
D47C443,28,"OMRON SENTECH CO., LTD.",MA-M,false
D47C444,28,Sammi Onformation Systems,MA-M,false
D47C445,28,"LS Communication Co.,ltd.",MA-M,false
D47C446,28,"ASDA ICT Co., Ltd",MA-M,false
D47C447,28,"Pongee Industries Co., Ltd",MA-M,false
D47C448,28,"Beijing Maystar Information Technology Co., Ltd",MA-M,false
D47C449,28,"Suzhou Wan Dian Zhang Network Technology Co., Ltd",MA-M,false
D47C44A,28,Tendzone International Pte Ltd,MA-M,false
D47C44B,28,Optim Corporation,MA-M,false
D47C44C,28,STRIVE ORTHOPEDICS INC,MA-M,false
D47C44D,28,"Huaqin Telecom Technology Co.,ltd.",MA-M,false
D47C44E,28,SHENZHEN ANYSEC TECHNOLOGY CO. LTD,MA-M,false
D47DFC,24,TECNO MOBILE LIMITED,MA-L,false
D47EE4,24,China Mobile IOT Company Limited,MA-L,false
D47F35,24,"Cisco Systems, Inc",MA-L,false
D47F78,24,Dopple B.V.,MA-L,false
D4808B,24,Seiko Epson Corporation,MA-L,false
D481CA,24,"Idevices, LLC",MA-L,false
D481D7,24,Dell Inc,MA-L,false
D4823E,24,"Argosy Technologies, Ltd",MA-L,false
D48304,24,"SHENZHEN FAST TECHNOLOGIES CO.,LTD",MA-L,false
D48409,24,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.",MA-L,false
D48457,24,"GD Midea Air-conditioning Equipment Co.,ltd.",MA-L,false
D484D0,24,Shanghai Xiaodu Technology Limited,MA-L,false
D48564,24,Hewlett Packard,MA-L,false
D48660,24,Arcadyan Corporation,MA-L,false
D487CC,24,Sivantos Gmbh,MA-L,false
D487D8,24,"Samsung Electronics Co.,ltd",MA-L,false
D4883F,24,"HDPRO CO., LTD.",MA-L,false
D48866,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
D48890,24,"Samsung Electronics Co.,ltd",MA-L,false
D48A39,24,"Samsung Electronics Co.,ltd",MA-L,false
D48A3B,24,HUNAN FN-LINK TECHNOLOGY LIMITED,MA-L,false
D48AFC,24,Espressif Inc,MA-L,false
D48C49,24,Espressif Inc,MA-L,false
D48CB5,24,"Cisco Systems, Inc",MA-L,false
D48D26,24,LG Innotek,MA-L,false
D48DD9,24,"Meld Technology, Inc",MA-L,false
D48F33,24,Microsoft Corporation,MA-L,false
D48FA2,24,"Huawei Device Co., Ltd",MA-L,false
D48FAA,24,"Sogecam Industrial, S.A.",MA-L,false
D4909C,24,"Apple, Inc",MA-L,false
D490E0,24,Wachendorff Automation Gmbh & CO.KG,MA-L,false
D4910F,24,Amazon Technologies Inc,MA-L,false
D491AF,24,"Electroacustica General Iberica, S.A.",MA-L,false
D49234,24,NEC Corporation,MA-L,false
D4925E,24,Technicolor Delivery Technologies Belgium NV,MA-L,false
D492B9,24,"ORION NOVA, S.L.",MA-L,false
D49390,24,CLEVO CO.,MA-L,false
D49398,24,Nokia Corporation,MA-L,false
D493A0,24,Fidelix Oy,MA-L,false
D49400,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
D4945A,24,"COSMO CO., LTD",MA-L,false
D494A1,24,Texas Instruments,MA-L,false
