prefix,prefix_bits,manufacturer,registry_type,is_ieee_reserved
1070FD,24,"Mellanox Technologies, Inc",MA-L,false
107100,24,"Huawei Device Co., Ltd",MA-L,false
1071B3,24,Zyxel Communications Corporation,MA-L,false
1071F9,24,"Cloud Telecomputers, LLC",MA-L,false
1071FA,24,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L,false
107223,24,TELLESCOM INDUSTRIA E COMERCIO EM TELECOMUNICACAO,MA-L,false
1073C6,24,August Internet Limited,MA-L,false
1073EB,24,Infiniti Electro-optics,MA-L,false
10746F,24,MOTOROLA SOLUTIONS MALAYSIA SDN. BHD.,MA-L,false
1074C5,24,Calix Inc,MA-L,false
107636,24,Earda Technologies Co Ltd,MA-L,false
10768A,24,Eocell,MA-L,false
107717,24,"SHENZHEN CHUANGWEI-RGB ELECTRONICS CO.,LTD",MA-L,false
1077B0,24,"Fiberhome Telecommunication Technologies Co.,ltd",MA-L,false
1077B1,24,"Samsung Electronics Co.,ltd",MA-L,false
10785B,24,"Actiontec Electronics, Inc",MA-L,false
107873,24,"Shenzhen Jinkeyi Communication Co., Ltd",MA-L,false
1078CE,24,"Hanvit SI, Inc",MA-L,false
1078D2,24,"Elitegroup Computer Systems Co.,ltd.",MA-L,false
107A86,24,U&U ENGINEERING INC.,MA-L,false
107B44,24,Asustek COMPUTER INC.,MA-L,false
107B93,24,"Zhen Shi Information Technology (shanghai) Co., Ltd",MA-L,false
107BA4,24,"Olive & Dove Co.,ltd.",MA-L,false
107BCE,24,Nokia,MA-L,false
107BEF,24,Zyxel Communications Corporation,MA-L,false
107C61,24,Asustek COMPUTER INC.,MA-L,false
107D1A,24,Dell Inc,MA-L,false
1081B4,24,"Hunan Greatwall Galaxy Science And Technology Co.,ltd.",MA-L,false
10823D,24,"Ruijie Networks Co.,ltd",MA-L,false
108286,24,"Luxshare Precision Industry Co.,ltd",MA-L,false
1082D7,24,"Realme Chongqing Mobile Telecommunications Corp.,ltd.",MA-L,false
1083B4,24,Sidora Srl,MA-L,false
1083D2,24,"Microseven Systems, LLC",MA-L,false
10868C,24,Commscope,MA-L,false
1086F4,24,"Huawei Device Co., Ltd",MA-L,false
10880F,24,Daruma Telecomunicações E Informática S.A.,MA-L,false
1088CE,24,"Fiberhome Telecommunication Technologies Co.,ltd",MA-L,false
1089FB,24,"Samsung Electronics Co.,ltd",MA-L,false
108A1B,24,RAONIX Inc,MA-L,false
108A7B,24,Nokia,MA-L,false
108B6A,24,"Antailiye Technology Co.,ltd",MA-L,false
108CCF,24,"Cisco Systems, Inc",MA-L,false
108EBA,24,Molekule,MA-L,false
108EE0,24,"Samsung Electronics Co.,ltd",MA-L,false
108FFE,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
10907D,24,"Funshion Online Technologies Co.,ltd",MA-L,false
1090FA,24,"New H3C Technologies Co., Ltd",MA-L,false
1090FC,24,"Shenzhen DOOGEE Hengtong Technology CO.,LTD",MA-L,false
109166,24,"Shenzhen Yinwang Intelligent Technologies Co.,ltd.",MA-L,false
1091A8,24,Espressif Inc,MA-L,false
1091D1,24,Intel Corporate,MA-L,false
109266,24,"Samsung Electronics Co.,ltd",MA-L,false
109397,24,Commscope,MA-L,false
1093E9,24,"Apple, Inc",MA-L,false
109497,24,Logitech Hong Kong,MA-L,false
1094BB,24,"Apple, Inc",MA-L,false
10954B,24,Megabyte Ltd,MA-L,false
10961A,24,CHIPSEA TECHNOLOGIES (SHENZHEN) CORP.,MA-L,false
109693,24,Amazon Technologies Inc,MA-L,false
1096C6,24,"Cisco Systems, Inc",MA-L,false
1097BD,24,Espressif Inc,MA-L,false
109819,24,Dell Inc,MA-L,false
109826,24,Nokia,MA-L,false
109836,24,Dell Inc,MA-L,false
10985F,24,Inventus Power Eletronica Do Brasil LTDA,MA-L,false
1098C3,24,"Murata Manufacturing Co., Ltd",MA-L,false
109AB9,24,Tosibox Oy,MA-L,false
109ADD,24,"Apple, Inc",MA-L,false
109C70,24,Prusa Research S.r.o.,MA-L,false
109D7A,24,"Huawei Device Co., Ltd",MA-L,false
109D9C,24,EM Microelectronic,MA-L,false
109E3A,24,"Zhejiang Tmall Technology Co., Ltd",MA-L,false
109F41,24,"Apple, Inc",MA-L,false
109F47,24,"Shenzhen Skyworth Digital Technology CO., Ltd",MA-L,false
109F4F,24,"New H3C Intelligence Terminal Co., Ltd",MA-L,false
109FA9,24,"Actiontec Electronics, Inc",MA-L,false
10A13B,24,FUJIKURA RUBBER LTD.,MA-L,false
10A145,24,Nexzo India Pvt Ltd,MA-L,false
10A1DA,24,"Apple, Inc",MA-L,false
10A24E,24,"GOLD3LINK ELECTRONICS CO., LTD",MA-L,false
10A2D3,24,"Apple, Inc",MA-L,false
10A30F,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
10A3B8,24,Iskratel D.o.o.,MA-L,false
10A450,24,Kwikset,MA-L,false
10A4B9,24,"Baidu Online Network Technology (beijing) Co., Ltd",MA-L,false
10A4BE,24,SHENZHEN BILIAN ELECTRONIC CO.，LTD,MA-L,false
10A4DA,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
10A51D,24,Intel Corporate,MA-L,false
10A562,24,Iton Technology Corp,MA-L,false
10A5D0,24,"Murata Manufacturing Co., Ltd",MA-L,false
10A659,24,"Mobile Create Co.,ltd.",MA-L,false
10A743,24,SK Mtek Limited,MA-L,false
10A793,24,Vantiva USA LLC,MA-L,false
10A829,24,"Cisco Systems, Inc",MA-L,false
10A932,24,"Beijing Cyber Cloud Technology Co. ,ltd.",MA-L,false
10ABC9,24,"Samsung Electronics Co.,ltd",MA-L,false
10AE60,24,Amazon Technologies Inc,MA-L,false
10AEA5,24,Duskrise Inc,MA-L,false
10AF78,24,"Shenzhen ATUE Technology Co., Ltd",MA-L,false
10B1DF,24,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.,MA-L,false
10B1F8,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
10B232,24,"Qingdao Intelligent&precise Electronics Co.,ltd.",MA-L,false
10B26B,24,"Base Co.,ltd.",MA-L,false
10B36F,24,Bowei Technology Company Limited,MA-L,false
10B3C6,24,"Cisco Systems, Inc",MA-L,false
10B3D5,24,"Cisco Systems, Inc",MA-L,false
10B3D6,24,"Cisco Systems, Inc",MA-L,false
10B41D,24,Espressif Inc,MA-L,false
10B588,24,"Apple, Inc",MA-L,false
10B65E,24,"New H3C Technologies Co., Ltd",MA-L,false
10B676,24,HP Inc,MA-L,false
10B713,24,Private,MA-L,false
10B7A8,24,Cablefree Networks Limited,MA-L,false
10B7F6,24,Plastoform Industries Ltd,MA-L,false
10B9C4,24,"Apple, Inc",MA-L,false
10B9F7,24,Niko-servodan,MA-L,false
10B9FE,24,Lika Srl,MA-L,false
10BA1A,24,"SHENZHEN IK WORLD Technology Co., Ltd",MA-L,false
10BAA5,24,"GANA I&C CO., LTD",MA-L,false
10BBF3,24,HUNAN FN-LINK TECHNOLOGY LIMITED,MA-L,false
10BC97,24,"Vivo Mobile Communication Co., Ltd",MA-L,false
10BD18,24,"Cisco Systems, Inc",MA-L,false
10BD3A,24,"Apple, Inc",MA-L,false
10BD43,24,Robert Bosch Elektronikai Kft.,MA-L,false
10BD55,24,Q-lab Corporation,MA-L,false
10BE99,24,Netberg,MA-L,false
10BEF5,24,D-link International,MA-L,false
10BF48,24,Asustek COMPUTER INC.,MA-L,false
10BF67,24,Amazon Technologies Inc,MA-L,false
10C07C,24,Blu-ray Disc Association,MA-L,false
10C0D5,24,HOLOEYE Photonics AG,MA-L,false
10C172,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
10C22F,24,"China Entropy Co., Ltd",MA-L,false
10C25A,24,Vantiva USA LLC,MA-L,false
10C2BA,24,"UTT Co., Ltd",MA-L,false
10C34D,24,"SHENZHEN WATER WORLD CO.,LTD.",MA-L,false
10C37B,24,Asustek COMPUTER INC.,MA-L,false
10C3AB,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
10C4CA,24,"HUMAX Co., Ltd",MA-L,false
10C586,24,"BIO SOUND LAB CO., LTD.",MA-L,false
10C595,24,Lenovo,MA-L,false
10C60C,24,Domino UK Ltd,MA-L,false
10C61F,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
10C65E,24,Adapt-ip,MA-L,false
10C67E,24,"SHENZHEN JUCHIN TECHNOLOGY CO., LTD",MA-L,false
10C6FC,24,Garmin International,MA-L,false
10C735,24,Microsoft Corporation,MA-L,false
10C73F,24,Midas Klark Teknik Ltd,MA-L,false
10C753,24,"Qingdao Intelligent&precise Electronics Co.,ltd.",MA-L,false
10C9CA,24,Ace Technology Corp,MA-L,false
10CA81,24,PRECIA,MA-L,false
10CABF,24,Texas Instruments,MA-L,false
10CC1B,24,"Liverock Technologies,inc",MA-L,false
10CCDB,24,AXIMUM PRODUITS ELECTRONIQUES,MA-L,false
10CD6E,24,FISYS,MA-L,false
10CDAE,24,Avaya Inc,MA-L,false
10CDB6,24,"Essential Products, Inc",MA-L,false
10CE02,24,Amazon Technologies Inc,MA-L,false
10CE45,24,Miromico AG,MA-L,false
10CEA9,24,Texas Instruments,MA-L,false
10CEE9,24,"Apple, Inc",MA-L,false
10CF0F,24,"Apple, Inc",MA-L,false
10D07A,24,"AMPAK Technology, Inc",MA-L,false
10D0AB,24,Zte Corporation,MA-L,false
10D1DC,24,INSTAR Deutschland Gmbh,MA-L,false
10D38A,24,"Samsung Electronics Co.,ltd",MA-L,false
10D542,24,"Samsung Electronics Co.,ltd",MA-L,false
10D561,24,Tuya Smart Inc,MA-L,false
10D657,24,"Siemens Industrial Automation Products Ltd., Chengdu",MA-L,false
10D680,24,Tendyron Corporation,MA-L,false
10D7B0,24,Sagemcom Broadband SAS,MA-L,false
10D9A2,24,"Google, Inc",MA-L,false
10DA43,24,NETGEAR,MA-L,false
10DA49,24,"Huawei Device Co., Ltd",MA-L,false
10DA63,24,"Apple, Inc",MA-L,false
10DC4A,24,"Fiberhome Telecommunication Technologies Co.,ltd",MA-L,false
10DCB6,24,IEEE Registration Authority,MA-L,true
10DCB60,28,Apex Supply Chain Technologies,MA-M,false
10DCB61,28,Hitachi Energy Switzerland Ltd,MA-M,false
10DCB62,28,CAL-COMP INDUSTRIA E COMERCIO DE ELETRONICOS E INFORMATICA LTDA,MA-M,false
10DCB63,28,HANACNS,MA-M,false
10DCB64,28,Annapurna Labs,MA-M,false
10DCB65,28,Milesight Taiwan,MA-M,false
10DCB66,28,Prolan Zrt.,MA-M,false
10DCB67,28,"Moya Commumication Technology (shenzhen) Co.,ltd.",MA-M,false
10DCB68,28,"Sanofi (beijing) Pharmaceutical Co., Ltd",MA-M,false
10DCB69,28,"Fuzhou Rockchip Electronics Co.,ltd",MA-M,false
10DCB6A,28,Pickering Interfaces Ltd,MA-M,false
10DCB6B,28,Eyeball Fintech Company,MA-M,false
10DCB6C,28,BBPOS Limited,MA-M,false
10DCB6D,28,Leolabs,MA-M,false
10DCB6E,28,"Shenzhen Sunwoda Intelligent Hardware Co.,ltd",MA-M,false
10DDB1,24,"Apple, Inc",MA-L,false
10DDF4,24,"Maxway Electronics CO.,LTD",MA-L,false
10DEE4,24,Automationnext Gmbh,MA-L,false
10DF8B,24,"Shenzhen Caredear Communication Technology Co.,ltd",MA-L,false
10DFFC,24,Siemens AG,MA-L,false
10E177,24,Commscope,MA-L,false
10E18E,24,"Universal Global Scientific Industrial., Ltd",MA-L,false
10E2C9,24,"Apple, Inc",MA-L,false
10E2D5,24,Qi Hardware Inc,MA-L,false
10E376,24,"Cisco Systems, Inc",MA-L,false
10E3C7,24,Seohwa Telecom,MA-L,false
10E4AF,24,"APR, LLC",MA-L,false
10E4C2,24,"Samsung Electronics Co.,ltd",MA-L,false
10E66B,24,"Kaon Broadband CO., LTD.",MA-L,false
10E68F,24,"KWANGSUNG ELECTRONICS KOREA CO.,LTD.",MA-L,false
10E6AE,24,"Source Technologies, LLC",MA-L,false
10E77A,24,Stmicrolectronics International NV,MA-L,false
10E7C6,24,Hewlett Packard,MA-L,false
10E83A,24,FIBERX DISTRIBUIDORA DE PRODUTOS DE TELECOMUNICACAO LTDA,MA-L,false
10E840,24,"ZOWEE TECHNOLOGY(HEYUAN) CO., LTD.",MA-L,false
10E878,24,Nokia,MA-L,false
10E8A7,24,Wistron Neweb Corporation,MA-L,false
10E8EE,24,Phasespace,MA-L,false
10E953,24,"Huawei Device Co., Ltd",MA-L,false
10E992,24,INGRAM MICRO SERVICES,MA-L,false
10EA59,24,Cisco SPVTG,MA-L,false
10EC81,24,"Samsung Electronics Co.,ltd",MA-L,false
10EED9,24,Canoga Perkins Corporation,MA-L,false
10F005,24,Intel Corporate,MA-L,false
10F068,24,Ruckus Wireless,MA-L,false
10F163,24,"TNK CO.,LTD",MA-L,false
10F1F2,24,LG Electronics (mobile Communications),MA-L,false
10F311,24,"Cisco Systems, Inc",MA-L,false
10F3DB,24,"Gridco Systems, Inc",MA-L,false
10F49A,24,T3 Innovation,MA-L,false
10F605,24,"Realme Chongqing Mobile Telecommunications Corp.,ltd.",MA-L,false
10F60A,24,Intel Corporate,MA-L,false
10F681,24,"Vivo Mobile Communication Co., Ltd",MA-L,false
10F920,24,"Cisco Systems, Inc",MA-L,false
10F96F,24,LG Electronics (mobile Communications),MA-L,false
10F9EB,24,Industria Fueguina De Relojería Electrónica S.a.,MA-L,false
10F9EE,24,Nokia Corporation,MA-L,false
10FACE,24,"Reacheng Communication Technology Co.,ltd",MA-L,false
10FBF0,24,Kangsheng LTD.,MA-L,false
10FC33,24,"Huawei Device Co., Ltd",MA-L,false
10FC54,24,"Shany Electronic Co., Ltd",MA-L,false
10FCB6,24,"Mirusystems CO.,LTD",MA-L,false
10FEED,24,"TP-LINK TECHNOLOGIES CO.,LTD.",MA-L,false
10FFE0,24,"GIGA-BYTE TECHNOLOGY CO.,LTD.",MA-L,false
1100AA,24,Private,MA-L,false
111111,24,Private,MA-L,false
140020,24,"Longsung Technology (shanghai) Co.,ltd.",MA-L,false
14007D,24,Zte Corporation,MA-L,false
1400E9,24,Mitel Networks Corporation,MA-L,false
140152,24,"Samsung Electronics Co.,ltd",MA-L,false
14019C,24,Ubyon Inc,MA-L,false
1402EC,24,Hewlett Packard Enterprise,MA-L,false
140467,24,"SNK Technologies Co.,ltd.",MA-L,false
140589,24,"Motorola Mobility LLC, A Lenovo Company",MA-L,false
14064C,24,Vogl Electronic Gmbh,MA-L,false
1406A7,24,CRESYN,MA-L,false
140708,24,CP PLUS GMBH & CO. KG,MA-L,false
1407E0,24,Abrantix AG,MA-L,false
140805,24,SKY UK LIMITED,MA-L,false
140808,24,Espressif Inc,MA-L,false
1409B4,24,Zte Corporation,MA-L,false
1409DC,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
140A29,24,Tiinlab Corporation,MA-L,false
140AC5,24,Amazon Technologies Inc,MA-L,false
140C5B,24,Plnetworks,MA-L,false
140C76,24,FREEBOX SAS,MA-L,false
140D4F,24,Flextronics International,MA-L,false
140F42,24,Nokia,MA-L,false
140FA6,24,Renesas Electronics (penang) Sdn. Bhd.,MA-L,false
14109F,24,"Apple, Inc",MA-L,false
141114,24,TECNO MOBILE LIMITED,MA-L,false
14115D,24,"Skyworth Digital Technology(shenzhen) Co.,ltd",MA-L,false
14130B,24,Garmin International,MA-L,false
141330,24,Anakreon UK LLP,MA-L,false
141333,24,Azurewave Technology Inc,MA-L,false
141346,24,"Skyworth Digital Technology(shenzhen) Co.,ltd",MA-L,false
141357,24,"ATP Electronics, Inc",MA-L,false
1413FB,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
141416,24,"Hui Zhou Gaoshengda Technology Co.,ltd",MA-L,false
14144B,24,"Ruijie Networks Co.,ltd",MA-L,false
141459,24,Vodafone Italia S.p.a.,MA-L,false
14147D,24,"Apple, Inc",MA-L,false
1414E6,24,"Ningbo Sanhe Digital Co.,ltd",MA-L,false
14157C,24,"TOKYO COSMOS ELECTRIC CO.,LTD.",MA-L,false
14169D,24,"Cisco Systems, Inc",MA-L,false
14169E,24,Wingtech Group (hongkong）limited,MA-L,false
14172A,24,"Fiberhome Telecommunication Technologies Co.,ltd",MA-L,false
141844,24,Xenon Smart Teknoloji Ltd,MA-L,false
141877,24,Dell Inc,MA-L,false
1418C3,24,Intel Corporate,MA-L,false
141973,24,"Beijing Yunyi Times Technology Co.,ltd",MA-L,false
141A51,24,Treetech Sistemas Digitais,MA-L,false
141A97,24,"Apple, Inc",MA-L,false
141AA3,24,"Motorola Mobility LLC, A Lenovo Company",MA-L,false
141AAA,24,Metal Work Spa,MA-L,false
141B30,24,"Shenzhen Yipingfang Network Technology Co., Ltd",MA-L,false
141BA0,24,"Apple, Inc",MA-L,false
141BBD,24,Volex Inc,MA-L,false
141BF0,24,Intellimedia Systems Ltd,MA-L,false
141F78,24,"Samsung Electronics Co.,ltd",MA-L,false
141FBA,24,IEEE Registration Authority,MA-L,true
141FBA0,28,"Shenzhen Mining Technology Co.,ltd.",MA-M,false
141FBA1,28,Gloquad,MA-M,false
141FBA2,28,Deutsche Energieversorgung Gmbh,MA-M,false
141FBA3,28,Private,MA-M,false
141FBA4,28,BYZERO,MA-M,false
141FBA5,28,Inttelix Brasil Tecnologia E Sistemas Ltda,MA-M,false
141FBA6,28,Hitachi Rail RCS France SAS,MA-M,false
141FBA7,28,"Wisnetworks Technologies Co., Ltd",MA-M,false
141FBA8,28,"Shenzhen CATIC Information Technology Industry Co.,ltd",MA-M,false
141FBA9,28,Black Moth Technologies,MA-M,false
141FBAA,28,"Winsonic Electronics Co., Ltd",MA-M,false
141FBAB,28,"Newings Communication CO., LTD.",MA-M,false
141FBAC,28,"Swiss Electronic (shenzhen) Co., Ltd",MA-M,false
141FBAD,28,"Ajis(dalian)co.,ltd",MA-M,false
141FBAE,28,POS Systema LLC,MA-M,false
141FBAF,28,Private,MA-M,false
14205E,24,"Apple, Inc",MA-L,false
142103,24,Calix Inc,MA-L,false
142233,24,"Fiberhome Telecommunication Technologies Co.,ltd",MA-L,false
14223B,24,"Google, Inc",MA-L,false
1422DB,24,Eero Inc,MA-L,false
14230A,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
1423D7,24,"EUTRONIX CO., LTD.",MA-L,false
1423F2,24,Broadcom Limited,MA-L,false
1423F3,24,Broadcom Limited,MA-L,false
142475,24,"4dreplay, Inc",MA-L,false
142876,24,"Apple, Inc",MA-L,false
142882,24,MIDICOM ELECTRONICS CO.LTD,MA-L,false
142971,24,NEMOA ELECTRONICS (HK) CO. LTD,MA-L,false
142A14,24,"Shenzhen Selenview Digital Technology Co.,ltd",MA-L,false
142B2F,24,Espressif Inc,MA-L,false
142BD2,24,Armtel Ltd,MA-L,false
142BD6,24,"Guangdong Appscomm Co.,ltd",MA-L,false
142C78,24,"Goowi Wireless Technology Co., Limited",MA-L,false
142D27,24,"Hon Hai Precision Ind. Co.,ltd.",MA-L,false
142D41,24,Silicon Laboratories,MA-L,false
142D4D,24,"Apple, Inc",MA-L,false
142D79,24,"Fiberhome Telecommunication Technologies Co.,ltd",MA-L,false
142D8B,24,"Incipio Technologies, Inc",MA-L,false
142DF5,24,Amphitech,MA-L,false
142E5E,24,Sercomm Corporation.,MA-L,false
142FFD,24,LT SECURITY INC,MA-L,false
143004,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
14307A,24,Avermetrics,MA-L,false
1430C6,24,"Motorola Mobility LLC, A Lenovo Company",MA-L,false
1432D1,24,"Samsung Electronics Co.,ltd",MA-L,false
14335C,24,Espressif Inc,MA-L,false
143365,24,TEM Mobile Limited,MA-L,false
143375,24,Zyxel Communications Corporation,MA-L,false
1434F6,24,LV SOLUTION SDN. BHD.,MA-L,false
14358B,24,"Mediabridge Products, LLC",MA-L,false
1435B3,24,"Future Designs, Inc",MA-L,false
1435B7,24,"Apple, Inc",MA-L,false
143605,24,Nokia Corporation,MA-L,false
14360E,24,Zyxel Communications Corporation,MA-L,false
1436C6,24,Lenovo Mobile Communication Technology Ltd,MA-L,false
143719,24,PT Prakarsa Visi Valutama,MA-L,false
14373B,24,PROCOM Systems,MA-L,false
14375E,24,Symbotic LLC,MA-L,false
14392F,24,LEAR,MA-L,false
143A9A,24,"Hon Hai Precision Industry Co.,ltd",MA-L,false
143AEA,24,Dynapower Company LLC,MA-L,false
143B42,24,"Realfit(shenzhen) Intelligent Technology Co., Ltd",MA-L,false
143B51,24,"Huawei Device Co., Ltd",MA-L,false
143CC3,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
143DF2,24,"Beijing Shidai Hongyuan Network Communication Co.,ltd",MA-L,false
143E60,24,Nokia,MA-L,false
143EBF,24,Zte Corporation,MA-L,false
143F27,24,Noccela Oy,MA-L,false
143FA6,24,Sony Home Entertainment&sound Products Inc,MA-L,false
143FC3,24,Snapav,MA-L,false
144146,24,"Honeywell (china) Co., LTD",MA-L,false
1441E2,24,"Monaco Enterprises, Inc",MA-L,false
1442FC,24,Texas Instruments,MA-L,false
144319,24,Creative&link Technology Limited,MA-L,false
14444A,24,Apollo Seiko Ltd,MA-L,false
14448F,24,Edgecore Networks Corporation,MA-L,false
144658,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
1446E4,24,AVISTEL,MA-L,false
14472D,24,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L,false
144802,24,"THE YEOLRIM Co.,ltd.",MA-L,false
14488B,24,"Shenzhen Doov Technology Co.,ltd",MA-L,false
144920,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
144978,24,Digital Control Incorporated,MA-L,false
1449BC,24,Draytek Corp,MA-L,false
1449D4,24,Xiaomi Communications Co Ltd,MA-L,false
1449E0,24,SAMSUNG ELECTRO-MECHANICS(THAILAND),MA-L,false
144C1A,24,Max Communication Gmbh,MA-L,false
144D67,24,Zioncom Electronics (shenzhen) Ltd,MA-L,false
144E2A,24,Ciena Corporation,MA-L,false
144E34,24,Remote Solution,MA-L,false
144F8A,24,Intel Corporate,MA-L,false
144FD7,24,IEEE Registration Authority,MA-L,true
144FD70,28,Annapurna Labs,MA-M,false
144FD71,28,Zehnder Group AG,MA-M,false
144FD72,28,Fedex Services OTI,MA-M,false
144FD73,28,"Qingdao Wodatong Electronics Co., Ltd",MA-M,false
144FD74,28,Red Technology Limited,MA-M,false
144FD75,28,FLS FINLAND OY,MA-M,false
144FD76,28,"I-sens, Inc",MA-M,false
144FD77,28,"Shenzhen V-streaming Technology Co., Ltd",MA-M,false
144FD78,28,"Nport Networks Inc.,",MA-M,false
144FD79,28,Emerson Network Power (india) Pvt. Ltd,MA-M,false
144FD7A,28,Unirobot Corporation,MA-M,false
144FD7B,28,Arkus-st Ltd,MA-M,false
144FD7C,28,D&S Cable Industries (HK) Limited,MA-M,false
144FD7D,28,"Shanghai B&A Technology Co., Ltd",MA-M,false
144FD7E,28,"Edan Instruments, Inc",MA-M,false
145051,24,SHARP Corporation,MA-L,false
145120,24,"Huawei Device Co., Ltd",MA-L,false
14517E,24,"New H3C Technologies Co., Ltd",MA-L,false
145290,24,KNS Group LLC (YADRO Company),MA-L,false
145412,24,"Entis Co., Ltd",MA-L,false
145594,24,"Huawei Device Co., Ltd",MA-L,false
1455B9,24,Nokia Solutions And Networks Gmbh & Co. KG,MA-L,false
14563A,24,"Huawei Device Co., Ltd",MA-L,false
145645,24,Savitech Corp,MA-L,false
14568E,24,"Samsung Electronics Co.,ltd",MA-L,false
145790,24,"Qingdao Haier Technology Co.,ltd",MA-L,false
14579F,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
145808,24,Taicang T&W Electronics,MA-L,false
1458D0,24,Hewlett Packard,MA-L,false
1459C0,24,NETGEAR,MA-L,false
1459C3,24,Creative Chips Gmbh,MA-L,false
145A05,24,"Apple, Inc",MA-L,false
145A41,24,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.,MA-L,false
145A83,24,Logi-d Inc,MA-L,false
145AFC,24,Liteon Technology Corporation,MA-L,false
145BB9,24,Conmet,MA-L,false
145BD1,24,Commscope,MA-L,false
145BE1,24,Nyantec Gmbh,MA-L,false
145D34,24,SHENZHEN BILIAN ELECTRONIC CO.，LTD,MA-L,false
145E45,24,Bamboo Systems Group,MA-L,false
145E69,24,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L,false
145F94,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
146080,24,Zte Corporation,MA-L,false
1460CB,24,"Apple, Inc",MA-L,false
146102,24,Alps Alpine,MA-L,false
14612F,24,Avaya Inc,MA-L,false
1461A4,24,"Honor Device Co., Ltd",MA-L,false
146308,24,JABIL CIRCUIT (SHANGHAI) LTD.,MA-L,false
14656A,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
1466B7,24,Advanced Design Technology Pty Ltd,MA-L,false
1469A2,24,"Sichuan Tianyi Comheart Telecom Co.,ltd",MA-L,false
146A0B,24,Cypress Electronics Limited,MA-L,false
146B72,24,"Shenzhen Fortune Ship Technology Co., Ltd",MA-L,false
146B9A,24,Zte Corporation,MA-L,false
146B9C,24,SHENZHEN BILIAN ELECTRONIC CO.，LTD,MA-L,false
146C27,24,"Dongguan Liesheng Electronic Co., Ltd",MA-L,false
146E0A,24,Private,MA-L,false
147057,24,"SHENNAN CIRCUITS CO.,LTD",MA-L,false
147373,24,TUBITAK UEKAE,MA-L,false
147411,24,RIM,MA-L,false
14755B,24,Intel Corporate,MA-L,false
147590,24,"TP-LINK TECHNOLOGIES CO.,LTD.",MA-L,false
1475E5,24,ELMAX Srl,MA-L,false
147740,24,"Huawei Device Co., Ltd",MA-L,false
14780B,24,Varex Imaging Deutschland AG,MA-L,false
1479F3,24,"China Mobile Group Device Co.,ltd.",MA-L,false
147AE4,24,"Apple, Inc",MA-L,false
147BAC,24,Nokia,MA-L,false
147D05,24,SERCOMM PHILIPPINES INC,MA-L,false
147DB3,24,"JOA TELECOM.CO.,LTD",MA-L,false
147DC5,24,"Murata Manufacturing Co., Ltd",MA-L,false
147DDA,24,"Apple, Inc",MA-L,false
147E19,24,Hewlett Packard Enterprise,MA-L,false
147EA1,24,Britania Eletrônicos S.A.,MA-L,false
147F0F,24,Texas Instruments,MA-L,false
147F67,24,LG Innotek,MA-L,false
147FCE,24,"Apple, Inc",MA-L,false
14801F,24,Sunnovo International Limited,MA-L,false
1480CC,24,"Quectel Wireless Solutions Co.,ltd.",MA-L,false
148121,24,TOP WING Corporation,MA-L,false
14825B,24,"Hefei Radio Communication Technology Co., Ltd",MA-L,false
148430,24,MITAC COMPUTING TECHNOLOGY CORPORATION,MA-L,false
148473,24,"Cisco Systems, Inc",MA-L,false
148477,24,"New H3C Technologies Co., Ltd",MA-L,false
148501,24,Rivos Inc,MA-L,false
148509,24,"Apple, Inc",MA-L,false
148554,24,Earda Technologies Co Ltd,MA-L,false
14857F,24,Intel Corporate,MA-L,false
148692,24,"TP-LINK TECHNOLOGIES CO.,LTD.",MA-L,false
14876A,24,"Apple, Inc",MA-L,false
1488E6,24,"Apple, Inc",MA-L,false
148919,24,2bps,MA-L,false
14893E,24,VIXTEL TECHNOLOGIES LIMTED,MA-L,false
1489CB,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
1489FD,24,"Samsung Electronics Co.,ltd",MA-L,false
148A70,24,ADS Gmbh,MA-L,false
148C4A,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
148F21,24,Garmin International,MA-L,false
148F34,24,TECNO MOBILE LIMITED,MA-L,false
